"TIME","TIME_LABEL","GEO","COICOP","UNIT","Value"
"2015","2015","European Union (before the accession of Croatia)","Medical services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Dental services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Paramedical services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Hospital services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Hospital services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Transport","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Purchase of vehicles","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Motor cars","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Motor cycles","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Bicycles","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Animal drawn vehicles","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Operation of personal transport equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Spare parts and accessories for personal transport equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Fuels and lubricants for personal transport equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Maintenance and repair of personal transport equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Other services in respect of personal transport equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Transport services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Passenger transport by railway","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Passenger transport by road","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Passenger transport by air","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Passenger transport by sea and inland waterway","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Combined passenger transport","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Other purchased transport services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Communications","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Postal services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Postal services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Telephone and telefax equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Telephone and telefax equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Telephone and telefax services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Telephone and telefax services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Recreation and culture","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Equipment for the reception, recording and reproduction of sound and picture","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Photographic and cinematographic equipment and optical instruments","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Information processing equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Recording media","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Repair of audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Other major durables for recreation and culture","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Major durables for outdoor recreation","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Musical instruments and major durables for indoor recreation","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Maintenance and repair of other major durables for recreation and culture","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Other recreational items and equipment, gardens and pets","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Games, toys and hobbies","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Equipment for sport, camping and open-air recreation","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Gardens, plants and flowers","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Pets and related products","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Veterinary and other services for pets","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Recreational and cultural services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Recreational and sporting services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Cultural services","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Games of chance","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Newspapers, books and stationery","Per mille",":"
"2015","2015","European Union (before the accession of Croatia)","Books","Per mille",":"
